Wall time,Step,Value
1735465548.885244,15,0.11725007742643356
1735465554.835842,55,0.16082946956157684
1735465557.698039,73,0.16449086368083954
1735465565.220738,126,0.1826944649219513
1735465576.554853,175,0.24003559350967407
1735465580.349334,203,0.24764811992645264
1735465581.691733,211,0.25516363978385925
1735465582.378689,215,0.25917086005210876
1735465583.290138,220,0.26894521713256836
1735465590.483629,267,0.2906336486339569
1735465591.409595,271,0.29412540793418884
1735465593.354191,284,0.3014639914035797
1735465605.548682,371,0.3415605127811432
1735465610.818377,399,0.37538132071495056
1735465611.758986,404,0.381130576133728
1735465613.377556,416,0.38714486360549927
1735465613.794874,418,0.3926692008972168
1735465615.600677,425,0.393513560295105
1735465618.703746,440,0.3738482892513275
1735465621.827088,456,0.36374422907829285
1735465630.020908,510,0.3567052483558655
1735465633.757176,527,0.3542526960372925
1735465635.26661,539,0.35378962755203247
1735465638.327559,556,0.35412052273750305
1735465640.109272,565,0.3552047908306122
1735465647.452262,614,0.35918867588043213
1735465648.692166,621,0.36075103282928467
1735465650.40085,637,0.3611590564250946
1735465656.521689,683,0.3686515986919403
1735465659.13306,705,0.3709527850151062
1735465660.557196,718,0.3718803822994232
1735465666.418028,754,0.3839453160762787
1735465670.310676,785,0.3932015299797058
1735465670.953622,788,0.3973386585712433
1735465671.368589,790,0.3954234719276428
1735465677.014623,825,0.38470181822776794
1735465677.200711,827,0.384212464094162
1735465678.676336,837,0.3826574683189392
1735465683.482163,880,0.3802238404750824
1735465684.345438,887,0.38001468777656555
1735465691.618787,940,0.378756046295166
1735465692.44278,944,0.37886837124824524
1735465693.118066,947,0.37891602516174316
1735465694.791277,957,0.37937071919441223
1735465695.098768,958,0.37955331802368164
1735465698.7458,977,0.3800845146179199
1735465704.048598,1016,0.3840464651584625
1735465704.342711,1017,0.38438376784324646
1735465704.808551,1020,0.3846113383769989
1735465710.89906,1058,0.38581031560897827
1735465720.209463,1142,0.3913060128688812
1735465724.799964,1170,0.39633896946907043
1735465728.254523,1198,0.40118852257728577
1735465729.5847,1208,0.4025156795978546
1735465734.334874,1232,0.39322566986083984
1735465739.07679,1276,0.3906402289867401
1735465743.459716,1302,0.38863810896873474
1735465746.392358,1328,0.3877195715904236
1735465750.237368,1360,0.387002557516098
1735465751.994671,1370,0.3863338232040405
1735465753.347493,1376,0.3858601450920105
1735465757.954771,1408,0.3849332630634308
1735465768.62412,1497,0.3861077129840851
1735465773.583417,1537,0.3875821530818939
1735465773.880866,1538,0.3878647983074188
1735465777.302699,1565,0.38962191343307495
1735465780.259461,1585,0.39185041189193726
1735465781.112013,1589,0.3925004005432129
1735465782.421892,1602,0.3940553069114685
1735465785.582556,1624,0.3946840763092041
1735465786.893476,1636,0.3939450681209564
1735465788.466754,1643,0.3909836709499359
1735465788.577726,1644,0.39065930247306824
1735465788.707289,1645,0.39037150144577026
1735465790.067533,1654,0.38924992084503174
1735465799.590332,1734,0.3871828317642212
1735465804.600345,1772,0.3855926990509033
1735465813.8224,1835,0.3836999535560608
1735465819.826626,1895,0.3835044503211975
1735465826.630661,1957,0.38401272892951965
1735465828.527266,1971,0.3842875361442566
1735465831.254753,1998,0.3846321403980255
1735465839.216407,2062,0.3867185413837433
1735465839.447239,2064,0.3861231207847595
1735465848.212657,2131,0.3806501626968384
1735465859.374469,2208,0.3782169818878174
1735465859.691202,2211,0.3781932592391968
1735465860.83948,2219,0.3781445324420929
1735465863.1248,2230,0.3783542513847351
1735465868.611006,2275,0.37911614775657654
1735465869.909042,2284,0.3792261779308319
1735465870.71764,2290,0.37925511598587036
1735465873.401237,2317,0.37967008352279663
1735465877.228775,2352,0.38020744919776917
1735465882.331809,2403,0.3813064694404602
1735465885.658563,2426,0.3821846842765808
1735465887.111066,2438,0.3824259042739868
1735465890.427337,2465,0.38206905126571655
1735465891.666885,2478,0.3815971910953522
1735465897.076755,2519,0.37682121992111206
1735465899.970684,2545,0.37641245126724243
1735465901.208239,2555,0.3759988248348236
1735465911.069822,2617,0.3748203217983246
1735465915.648629,2659,0.37464359402656555
1735465916.072831,2661,0.3747352659702301
1735465917.312332,2668,0.3749120533466339
1735465923.981171,2731,0.37490174174308777
1735465927.229994,2759,0.37548694014549255
1735465928.369897,2773,0.37562912702560425
1735465931.055599,2803,0.37590813636779785
1735465934.915086,2824,0.37719056010246277
1735465937.577242,2852,0.37868285179138184
1735465937.857941,2853,0.3790857493877411
1735465943.069861,2892,0.3757097125053406
1735465943.478983,2894,0.3753582835197449
1735465946.040097,2913,0.3747000992298126
1735465946.149786,2914,0.3745357394218445
1735465950.783922,2947,0.37335890531539917
1735465955.42367,2993,0.3726517856121063
1735465956.752948,3007,0.3725423812866211
1735465958.973721,3025,0.3719644546508789
1735465959.438516,3028,0.3718879222869873
1735465959.826097,3030,0.3718377351760864
1735465960.548773,3033,0.3718240261077881
1735465960.95233,3035,0.3719960153102875
1735465963.319442,3056,0.3720265030860901
1735465967.178441,3085,0.3723892569541931
1735465967.653113,3088,0.3725631535053253
1735465974.697189,3153,0.3736400008201599
1735465977.140296,3176,0.3750059902667999
1735465977.852915,3182,0.37544694542884827
1735465981.064504,3211,0.376627653837204
1735465983.782586,3234,0.37814489006996155
1735465986.172838,3258,0.37891989946365356
1735465989.586867,3285,0.377766489982605
1735465991.541748,3299,0.37635838985443115
1735465991.829822,3300,0.37621137499809265
1735465993.564891,3318,0.37586089968681335
1735465994.34358,3325,0.3756463825702667
1735465996.293861,3331,0.37541601061820984
1735465998.314246,3355,0.37522369623184204
1735466000.864654,3380,0.37501785159111023
1735466002.219806,3392,0.37454015016555786
1735466003.538001,3404,0.3739009499549866
1735466005.765755,3424,0.373790979385376
1735466006.333598,3429,0.3740167021751404
1735466008.971231,3450,0.37434548139572144
1735466011.025554,3465,0.3746309280395508
1735466011.23939,3467,0.37479135394096375
1735466011.465301,3469,0.37507393956184387
1735466012.064369,3473,0.375129371881485
1735466013.87155,3486,0.3753144443035126
1735466014.173411,3487,0.3753169775009155
1735466016.225271,3508,0.37550264596939087
1735466018.081391,3526,0.37557125091552734
1735466021.129781,3555,0.3757571578025818
1735466021.770542,3561,0.3758017420768738
1735466026.296731,3604,0.3765362799167633
1735466027.148032,3608,0.3770310580730438
1735466030.490956,3641,0.37768468260765076
1735466031.159191,3644,0.37804263830184937
1735466031.540846,3647,0.37727755308151245
1735466032.215518,3653,0.3766292333602905
1735466033.195111,3660,0.3755212128162384
1735466034.031945,3666,0.3747035562992096
1735466035.323109,3675,0.3741271495819092
1735466035.573837,3677,0.3739519715309143
1735466037.078954,3694,0.37377727031707764
1735466037.720861,3701,0.3735424280166626
1735466043.391657,3745,0.3724105656147003
1735466048.868359,3796,0.3715457320213318
1735466049.08216,3798,0.37123626470565796
1735466049.439775,3800,0.37105047702789307
1735466050.657432,3810,0.37060999870300293
1735466052.624066,3826,0.37032172083854675
1735466056.509223,3858,0.36992695927619934
1735466056.705984,3860,0.36976853013038635
1735466057.008676,3863,0.36967065930366516
1735466057.237171,3865,0.3695424497127533
1735466058.14879,3872,0.3694281280040741
1735466065.119702,3935,0.3682534694671631
1735466066.498203,3948,0.36814072728157043
1735466068.3437,3966,0.3678698241710663
