Wall time,Step,Value
1735465548.883633,15,0.7204828858375549
1735465554.834235,55,0.7273850440979004
1735465557.693135,73,0.7299512028694153
1735465565.219124,126,0.7065528035163879
1735465576.55309,175,0.6186057329177856
1735465580.347698,203,0.6075761318206787
1735465581.689864,211,0.5968688726425171
1735465582.376974,215,0.5913407802581787
1735465583.288509,220,0.5789187550544739
1735465590.478752,267,0.5500727891921997
1735465591.407808,271,0.5455589890480042
1735465593.352602,284,0.536407470703125
1735465605.546,371,0.4939931631088257
1735465610.816502,399,0.46574321389198303
1735465611.757386,404,0.461272269487381
1735465613.375774,416,0.4568043053150177
1735465613.792901,418,0.4525451958179474
1735465615.599067,425,0.46013587713241577
1735465618.702134,440,0.4876256585121155
1735465621.825384,456,0.49911564588546753
1735465630.019257,510,0.5050567388534546
1735465633.755554,527,0.5071664452552795
1735465635.264996,539,0.5072789192199707
1735465638.32572,556,0.503061830997467
1735465640.107648,565,0.4992009103298187
1735465647.450647,614,0.4908563494682312
1735465648.690355,621,0.487727552652359
1735465650.399186,637,0.4868188798427582
1735465656.520033,683,0.475222647190094
1735465659.131437,705,0.47221580147743225
1735465660.555554,718,0.4708952307701111
1735465666.41634,754,0.4576103687286377
1735465670.309039,785,0.44880804419517517
1735465670.952015,788,0.44518721103668213
1735465671.366963,790,0.448177695274353
1735465677.013027,825,0.46300339698791504
1735465677.199069,827,0.46336108446121216
1735465678.674741,837,0.4646240174770355
1735465683.480547,880,0.4662541151046753
1735465684.343853,887,0.46621978282928467
1735465691.617151,940,0.466431587934494
1735465692.441159,944,0.4657082259654999
1735465693.116454,947,0.46535518765449524
1735465694.789655,957,0.46366167068481445
1735465695.097019,958,0.4631648659706116
1735465698.744202,977,0.4606916606426239
1735465704.046962,1016,0.45459413528442383
1735465704.341127,1017,0.4539795517921448
1735465704.806875,1020,0.45347824692726135
1735465710.897445,1058,0.45121341943740845
1735465720.207854,1142,0.44329580664634705
1735465724.798361,1170,0.43768736720085144
1735465728.252899,1198,0.4327392280101776
1735465729.583086,1208,0.4325437843799591
1735465734.333099,1232,0.445348858833313
1735465739.075027,1276,0.44795677065849304
1735465743.458141,1302,0.4499301612377167
1735465746.390731,1328,0.45067664980888367
1735465750.235714,1360,0.4509142339229584
1735465751.993059,1370,0.451089084148407
1735465753.345868,1376,0.45139047503471375
1735465757.953209,1408,0.4518105685710907
1735465768.622495,1497,0.44817492365837097
1735465773.581846,1537,0.4458317756652832
1735465773.879121,1538,0.4453772306442261
1735465777.301068,1565,0.44286680221557617
1735465780.257508,1585,0.4402567446231842
1735465781.110416,1589,0.43955013155937195
1735465782.420285,1602,0.43800613284111023
1735465785.580936,1624,0.43987560272216797
1735465786.891862,1636,0.44100162386894226
1735465788.465106,1643,0.44483262300491333
1735465788.57597,1644,0.4451609253883362
1735465788.705673,1645,0.4454280436038971
1735465790.065879,1654,0.4466945230960846
1735465799.58871,1734,0.4483913779258728
1735465804.59872,1772,0.4495423138141632
1735465813.820809,1835,0.4501139521598816
1735465819.824652,1895,0.4498879611492157
1735465826.629058,1957,0.4485805928707123
1735465828.525643,1971,0.4477922320365906
1735465831.253134,1998,0.4471776783466339
1735465839.214817,2062,0.44572997093200684
1735465839.442296,2064,0.44665977358818054
1735465848.211192,2131,0.4536697268486023
1735465859.372596,2208,0.4558764696121216
1735465859.689604,2211,0.4558026194572449
1735465860.837801,2219,0.45566076040267944
1735465863.12319,2230,0.45480015873908997
1735465868.609381,2275,0.453046590089798
1735465869.907162,2284,0.45271924138069153
1735465870.71598,2290,0.4525873064994812
1735465873.399593,2317,0.45184126496315
1735465877.227091,2352,0.4506595730781555
1735465882.330063,2403,0.44860339164733887
1735465885.656945,2426,0.4474639594554901
1735465887.109446,2438,0.4471263885498047
1735465890.425714,2465,0.44851091504096985
1735465891.665109,2478,0.4492521286010742
1735465897.074973,2519,0.45582684874534607
1735465899.969193,2545,0.4562860131263733
1735465901.20661,2555,0.4567510485649109
